"","ASVid","Hv_WT_HvSC_only_endo_1","Hv_WT_HvSC_only_endo_2","Hv_WT_HvSC_only_endo_3","Hv_WT_HvSC_only_endo_4","Hv_WT_HvSC_only_endo_5","Hv_WT_HvSC_only_rhizo_1","Hv_WT_HvSC_only_rhizo_2","Hv_WT_HvSC_only_rhizo_3","Hv_WT_HvSC_only_rhizo_4","Hv_WT_HvSC_only_rhizo_5","Hv_WT_HvSC_only_rhizo_6","Hv_ccamk_HvSC_only_endo_1","Hv_ccamk_HvSC_only_endo_2","Hv_ccamk_HvSC_only_endo_3","Hv_ccamk_HvSC_only_endo_4","Hv_ccamk_HvSC_only_endo_5","Hv_ccamk_HvSC_only_endo_6","Hv_ccamk_HvSC_only_rhizo_2","Hv_ccamk_HvSC_only_rhizo_3","Hv_ccamk_HvSC_only_rhizo_4","Hv_ccamk_HvSC_only_rhizo_5","Hv_ccamk_HvSC_only_rhizo_6","Hv_nsp1_HvSC_only_endo_1","Hv_nsp1_HvSC_only_endo_2","Hv_nsp1_HvSC_only_endo_3","Hv_nsp1_HvSC_only_endo_4","Hv_nsp1_HvSC_only_endo_5","Hv_nsp1_HvSC_only_endo_6","Hv_nsp1_HvSC_only_rhizo_1","Hv_nsp1_HvSC_only_rhizo_2","Hv_nsp1_HvSC_only_rhizo_3","Hv_nsp1_HvSC_only_rhizo_4","Hv_nsp1_HvSC_only_rhizo_5","Hv_nsp1_HvSC_only_rhizo_6","Hv_nsp2_HvSC_only_endo_1","Hv_nsp2_HvSC_only_endo_2","Hv_nsp2_HvSC_only_endo_3","Hv_nsp2_HvSC_only_endo_4","Hv_nsp2_HvSC_only_endo_5","Hv_nsp2_HvSC_only_endo_6","Hv_nsp2_HvSC_only_rhizo_1","Hv_nsp2_HvSC_only_rhizo_2","Hv_nsp2_HvSC_only_rhizo_3","Hv_nsp2_HvSC_only_rhizo_4","Hv_nsp2_HvSC_only_rhizo_5","Hv_nsp2_HvSC_only_rhizo_6","Hv_symrk_HvSC_only_endo_1","Hv_symrk_HvSC_only_endo_2","Hv_symrk_HvSC_only_endo_3","Hv_symrk_HvSC_only_endo_4","Hv_symrk_HvSC_only_endo_5","Hv_symrk_HvSC_only_endo_6","Hv_symrk_HvSC_only_rhizo_1","Hv_symrk_HvSC_only_rhizo_2","Hv_symrk_HvSC_only_rhizo_3","Hv_symrk_HvSC_only_rhizo_4","Hv_symrk_HvSC_only_rhizo_5","Hv_symrk_HvSC_only_rhizo_6"
"c00543de41bf10db57a1a5bdd7e2a985","c00543de41bf10db57a1a5bdd7e2a985",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"93741b043244ae31c57c39b1ccba6eb9","93741b043244ae31c57c39b1ccba6eb9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e92bd3da8a54ad02f078712e6cbc0420","e92bd3da8a54ad02f078712e6cbc0420",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"8b3e8eba621d156964ffdc2144aadb93","8b3e8eba621d156964ffdc2144aadb93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7be2c080e2ba0f6a27889574c7ab4d7b","7be2c080e2ba0f6a27889574c7ab4d7b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7da3b5e33585d4e6fecb4f2c971a6529","7da3b5e33585d4e6fecb4f2c971a6529",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5e5cbc27af0a390c55e4924468c3cdba","5e5cbc27af0a390c55e4924468c3cdba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"fe05c2729e76673e5fc3ad646604071d","fe05c2729e76673e5fc3ad646604071d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"644b3567a55ab53a14ea34ba2c80d367","644b3567a55ab53a14ea34ba2c80d367",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"4dc384daf01a2cbd92818938dc8adc9f","4dc384daf01a2cbd92818938dc8adc9f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"64e1b4a249b5f3055f9640afc973be39","64e1b4a249b5f3055f9640afc973be39",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1d46216dc8f202a94556e8e69144d074","1d46216dc8f202a94556e8e69144d074",0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25a9c2b9c9d6513f02e532430b578e8d","25a9c2b9c9d6513f02e532430b578e8d",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77b3377745a757479fad14217ac2748e","77b3377745a757479fad14217ac2748e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e73282efc6f3021729dee7d451dac676","e73282efc6f3021729dee7d451dac676",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"513d4f46a40da004f5ad1831bb6188e7","513d4f46a40da004f5ad1831bb6188e7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4665daa39f48435ec00202cc42db734b","4665daa39f48435ec00202cc42db734b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8db3b36cabacfa0085a017fc97746c05","8db3b36cabacfa0085a017fc97746c05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d89056c71535688a082d96ce12ebd4cf","d89056c71535688a082d96ce12ebd4cf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"677b52bf09279ef83c9e0c74c985666b","677b52bf09279ef83c9e0c74c985666b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7c1d3d52c6aa74baeb73d879ff5a9038","7c1d3d52c6aa74baeb73d879ff5a9038",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e7638a8455801a1c47d22750db235e45","e7638a8455801a1c47d22750db235e45",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3e63e187e1e68403fd6cc021faee355a","3e63e187e1e68403fd6cc021faee355a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70b04caef1be5c4f64a9552f15f52ad2","70b04caef1be5c4f64a9552f15f52ad2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74389ddb3c4cbed97040ec50c73e0699","74389ddb3c4cbed97040ec50c73e0699",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e0010f1cff741837658b7ae019a2ab98","e0010f1cff741837658b7ae019a2ab98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cc5815478a2fb8ba0996759e6fece2dd","cc5815478a2fb8ba0996759e6fece2dd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2b0f72c42ccbcea0e9f11a73dc08917d","2b0f72c42ccbcea0e9f11a73dc08917d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72b62a2ea5e3e0d7f73a6ba23f137a1f","72b62a2ea5e3e0d7f73a6ba23f137a1f",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d6deb720c40a2550583c7f61ff96d1ce","d6deb720c40a2550583c7f61ff96d1ce",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"034cdf3fde8e1f5e970109c78b343c5c","034cdf3fde8e1f5e970109c78b343c5c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e59eb3a7eba7d1db064503ad81cedb4c","e59eb3a7eba7d1db064503ad81cedb4c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0eb16248b24f3398ad7ff35d749e8ce1","0eb16248b24f3398ad7ff35d749e8ce1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ad7cebe6e1da365fbadde8c64c28785b","ad7cebe6e1da365fbadde8c64c28785b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50f6ba86fbe000e9532d3c17fca5998a","50f6ba86fbe000e9532d3c17fca5998a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d672fbe1e8431bda02cc01056a018e4e","d672fbe1e8431bda02cc01056a018e4e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"96dc94acae60f9764b078a5d5e9ff326","96dc94acae60f9764b078a5d5e9ff326",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"587f7bf58e113620e8f41b281a5cbb97","587f7bf58e113620e8f41b281a5cbb97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ae2cd0cd7dbcd83d74bb1bdba16f98be","ae2cd0cd7dbcd83d74bb1bdba16f98be",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"b9c59f80f1fc9ae80e4f30bf01370a3d","b9c59f80f1fc9ae80e4f30bf01370a3d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"a618afb1cbefdb56d45bef3371095af3","a618afb1cbefdb56d45bef3371095af3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"a3dc857efe547bd6cedcc7fc8f7855ce","a3dc857efe547bd6cedcc7fc8f7855ce",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"15200c8d17bb7cf9cfd11b6aab635b74","15200c8d17bb7cf9cfd11b6aab635b74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"be6e1194260ec971e9d65834db396fa8","be6e1194260ec971e9d65834db396fa8",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9a10c0da7f3adbcc0d1c9dad06369c46","9a10c0da7f3adbcc0d1c9dad06369c46",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10c54ad045b15a9a777fa915d8f05ebc","10c54ad045b15a9a777fa915d8f05ebc",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cf17bf6805ae2c188fa56fa730ffd687","cf17bf6805ae2c188fa56fa730ffd687",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"634de0afd115b382faa3782999311802","634de0afd115b382faa3782999311802",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"c3ff2103f8dcfca6e1cd1efcdda150d2","c3ff2103f8dcfca6e1cd1efcdda150d2",0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8ec93ac0611f0d4fa89634b6fff76c01","8ec93ac0611f0d4fa89634b6fff76c01",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"e93288c230a4517483137f3ff8599078","e93288c230a4517483137f3ff8599078",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13b52751b28761ba7a8343d17033ea07","13b52751b28761ba7a8343d17033ea07",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9aa04531b521affe5973dfc345d4be72","9aa04531b521affe5973dfc345d4be72",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fe185a008a65877364e251b612a94fb5","fe185a008a65877364e251b612a94fb5",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f2ae818b93748b31bd0e765a413f1dc8","f2ae818b93748b31bd0e765a413f1dc8",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"482ad5791a710ea2fec83860e2da1b47","482ad5791a710ea2fec83860e2da1b47",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5f19022ca0c10130a224c1cffa973f5d","5f19022ca0c10130a224c1cffa973f5d",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65ff3ce8ba5771db225e73b1bfe17732","65ff3ce8ba5771db225e73b1bfe17732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"303fc5d6f53bfdbd267fcfcc6a8e5531","303fc5d6f53bfdbd267fcfcc6a8e5531",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"eb47b843412e973ded7dbb3ce2467107","eb47b843412e973ded7dbb3ce2467107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0c7a0de640893eac7fa872e4c5fc9817","0c7a0de640893eac7fa872e4c5fc9817",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9e5b080a4ee27aadc4c30877f7af9e56","9e5b080a4ee27aadc4c30877f7af9e56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"b4fbd36d7b6ad6f202b2c2a9c9dcbda2","b4fbd36d7b6ad6f202b2c2a9c9dcbda2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cca699e6d33ebbb4d060769bbc5eb835","cca699e6d33ebbb4d060769bbc5eb835",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9a01fbeba6566cb6062bd578c9c34724","9a01fbeba6566cb6062bd578c9c34724",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dc37cbd64f43ff38aa6e250326341c4c","dc37cbd64f43ff38aa6e250326341c4c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6d5fd84356f55306192c2ae5e7d5aece","6d5fd84356f55306192c2ae5e7d5aece",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85367de3df6bd5e7a2e2495f7072fd1a","85367de3df6bd5e7a2e2495f7072fd1a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27dda4931f0428c3e4551526c798ad99","27dda4931f0428c3e4551526c798ad99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5ac745d6c794536d66c5f879beb77c00","5ac745d6c794536d66c5f879beb77c00",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"315a10affbe9f4262d845a1c073601eb","315a10affbe9f4262d845a1c073601eb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7f238afa6613c0211ba27d6b54e797f1","7f238afa6613c0211ba27d6b54e797f1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"204d53b02bcf0a6acee42e239ce98436","204d53b02bcf0a6acee42e239ce98436",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"081cf22c19dd830d1c87c63466ebc388","081cf22c19dd830d1c87c63466ebc388",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"347e502f410362338b35d34d0f06e87e","347e502f410362338b35d34d0f06e87e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ab3fc3a9e121108e159525f3e44a74e6","ab3fc3a9e121108e159525f3e44a74e6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7b0270a508aadad28cfdf819b35d6864","7b0270a508aadad28cfdf819b35d6864",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"f97700c0e91e14dc1175bc0f318acb56","f97700c0e91e14dc1175bc0f318acb56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
