row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,15_N_GA7_1_23828.mzML Peak area,44_N_BD7_1_23810.mzML Peak area,42_N_BB1_1_23779.mzML Peak area,54_N_BD8_1_23811.mzML Peak area,45_N_BC2_1_23788.mzML Peak area,48_N_BC6_1_23800.mzML Peak area,QC2_N_BB7_1_23799.mzML Peak area,47_N_BE7_1_23819.mzML Peak area,36_N_BE6_1_23818.mzML Peak area,17_N_GB4_1_23833.mzML Peak area,QC5_N_BB7_1_23820.mzML Peak area,6_N_GA5_1_23826.mzML Peak area,25_N_GB1_1_23830.mzML Peak area,50_N_GB8_1_23838.mzML Peak area,48_N_BC6_1_23793.mzML Peak area,49_N_BE4_1_23816.mzML Peak area,14_N_BB8_1_23786.mzML Peak area,52_N_BC5_1_23791.mzML Peak area,33_N_GB6_1_23836.mzML Peak area,31_N_BC1_1_23794.mzML Peak area,19_N_BE2_1_23814.mzML Peak area,26_N_BE1_1_23812.mzML Peak area,46_N_BC4_1_23797.mzML Peak area,41_N_GB7_1_23837.mzML Peak area,35_N_BC7_1_23801.mzML Peak area,13_N_BD5_1_23808.mzML Peak area,37_N_BB6_1_23784.mzML Peak area,39_N_GA8_1_23829.mzML Peak area,43_N_BD6_1_23809.mzML Peak area,32_N_BD1_1_23803.mzML Peak area,51_N_GB5_1_23835.mzML Peak area,52_N_BC5_1_23798.mzML Peak area,QC3_N_BB7_1_23806.mzML Peak area,2_N_BB3_1_23781.mzML Peak area,29_N_BD3_1_23805.mzML Peak area,30_N_GB3_1_23832.mzML Peak area,9_N_GA3_1_23824.mzML Peak area,23_N_BB2_1_23780.mzML Peak area,31_N_BC1_1_23787.mzML Peak area,QC4_N_BB7_1_23813.mzML Peak area,18_N_BC8_1_23802.mzML Peak area,8_N_BB5_1_23783.mzML Peak area,24_N_GB2_1_23831.mzML Peak area,45_N_BC2_1_23795.mzML Peak area,11_N_BE8_1_23821.mzML Peak area,12_N_BD4_1_23807.mzML Peak area,QC8_N_BB7_1_23839.mzML Peak area,46_N_BC4_1_23790.mzML Peak area,QC1_N_BB7_1_23785.mzML Peak area,38_N_GA4_1_23825.mzML Peak area,27_N_BB4_1_23782.mzML Peak area,7_N_BE5_1_23817.mzML Peak area,20_N_GA1_1_23822.mzML Peak area,21_N_BE3_1_23815.mzML Peak area,3_N_BD2_1_23804.mzML Peak area,1_N_BC3_1_23796.mzML Peak area,QC7_N_BB7_1_23834.mzML Peak area,5_N_GA2_1_23823.mzML Peak area,QC6_N_BB7_1_23827.mzML Peak area,
1533,342.2287745472513,14.907274,,,,,,,,,,,5714.1074,20378.316,22777.457,21957.398,3867.5562,0,21510.34,21535.1,18634.016,22519.95,21369.26,27280.434,0,22035.912,0,14538.795,17936.82,8928.332,14741.553,11286.779,23331.14,3646.0234,14992.779,22522.336,23260.518,2269.157,8578.5205,24854.2,18639.305,19351.117,2059.954,9153.01,21427.146,14540.8545,14957.663,6040.941,14257.143,14192.737,11371.976,20968.307,15614.148,21199.275,10149.125,3954.223,16613.312,9514.432,20461.588,14369.42,21765.674,12918.482,20682.078,20579.885,24849.352,27189.43,18258.281,21103.39,20851.701,17074.518,21521.686,
1534,342.22907278072483,13.833601,,,,,,,,,,,2542.0796,10461.323,12917.811,10989.888,1147.817,0,10453.434,9967.308,6663.786,7953.7925,7398.1895,15954.034,0,7478.1895,0,4705.0747,8483.696,3024.471,4305.106,3309.2148,13872.867,1024.3978,6937.9297,7159.287,10748.457,708.4327,3627.1785,8127.383,8791.997,7171.4854,728.95294,2958.1702,7550.8896,4789.965,4336.2603,2569.205,4322.057,6186.368,3248.4832,10306.446,5319.7085,9478.627,3241.05,1209.3309,5529.0693,3077.8584,10202.667,6778.334,10693.565,5359.138,5674.1743,10954.978,8963.211,11099.065,5152.6704,10063.501,10588.574,5647.45,7558.081,
1535,343.08206898176076,14.310974,,,,,,,,,,,1435.7104,1778.3789,0,0,2027.9314,3315.9478,1814.2859,4672.4907,1777.488,944.3281,1898.7798,1378.8932,0,0,3143.7224,0,1512.7424,0,2554.26,2909.9253,0,0,1394.2622,0,2125.3003,1293.1588,0,913.2439,5909.7197,2086.6309,0,0,1800.2814,1138.8523,0,0,1326.8502,415.72638,2948.374,1820.1393,1041.5837,741.64844,0,2085.085,2348.8752,376.8082,1949.8965,1382.0125,1672.2379,1052.9082,0,3168.268,0,0,3122.8057,4181.471,1959.5231,5426.261,1957.5892,
1536,343.10397828461765,5.2923512,,,,,,,,,,,0,0,0,0,0,0,1974.2668,775.0587,495.61932,2249.4758,1817.5972,1802.391,0,0,0,0,0,0,0,0,0,0,730.43945,0,0,0,525.3623,0,0,0,0,0,1949.7307,0,607.07654,387.52795,0,0,0,1868.9675,0,1248.1472,606.03656,0,0,0,1736.8448,714.7302,2042.2129,1962.0165,0,0,0,0,7035.2437,0,0,0,0,
1537,343.10393370939687,5.37568,,,,,,,,,,,1080.475,601.2113,0,0,0,1733.2231,0,0,0,0,0,0,387.47458,0,1751.2935,0,1924.8668,0,724.5845,1114.9122,1155.352,0,0,0,2906.2378,1716.9945,0,848.59406,1120.3096,2967.0044,0,0,0,3931.6274,0,0,1553.1946,1147.5568,1260.5481,0,2319.3555,0,0,0,2800.0874,1062.8525,0,0,0,0,486.92206,2658.046,1026.9231,876.27374,0,6927.6567,1871.5148,5339.237,1918.9773,
1538,343.1165526043391,6.511391,,,,,,,,,,,1965.5228,0,0,0,0,0,1656.4135,0,1822.7052,1869.3683,1641.0194,0,1939.3635,0,0,0,2109.4377,0,1315.899,2098.842,1873.5837,1809.909,1773.5114,1828.6812,0,1938.2577,2055.0964,2044.0831,1961.5017,0,0,0,1641.439,0,2038.552,1915.44,2219.8584,1399.9222,2255.7402,1671.1185,0,1790.9038,0,0,1740.783,0,1509.5737,1913.9623,1795.4569,0,2247.3545,0,0,2544.579,0,1911.2048,1609.4706,1294.8842,1594.1924,
1539,343.1167108953176,7.125048,,,,,,,,,,,24362.16,0,0,0,0,0,21565.924,0,23693.15,24054.965,21178.17,4017.182,24723.383,0,1133.128,0,26763.275,0,19864.729,24093.262,23323.469,22350.629,25417.348,27046.547,557.4418,26211.014,24966.9,26835.309,22056.604,0,0,0,20356.697,0,23838.201,21833.17,29077.268,15335.129,24620.602,20665.773,1211.3507,22806.55,3467.5352,0,25288.633,0,19002.45,26684.6,20109.959,2100.937,25075.246,0,937.3434,28827.234,0,26345.496,20110.203,19481.264,20115.92,
1540,343.13959599403296,9.786119,,,,,,,,,,,0,2956.9312,575.13776,0,0,968.4194,1218.6896,0,569.4341,0,1221.6696,816.3676,0,0,764.6692,0,1927.8207,0,3774.1475,0,2122.4714,0,1519.2335,0,546.7806,0,0,1331.9861,0,0,0,0,1299.5602,0,0,752.51746,0,984.7335,0,1053.1852,723.0979,4895.9287,0,0,877.2935,0,1197.9077,1428.6655,1244.5737,0,0,2481.678,0,0,0,6870.6245,955.6147,0,973.12274,
1541,343.13972062286194,10.014218,,,,,,,,,,,0,3556.9016,602.0352,0,0,1025.3994,1405.8324,0,0,455.17197,1484.3932,1024.5614,0,0,1011.771,0,2455.766,0,4758.721,0,2635.8413,0,1694.0131,580.2643,663.04816,0,0,1644.036,0,431.25436,0,0,1502.2948,0,0,1054.4268,781.57715,1091.0363,0,1392.6953,876.55084,6272.3105,0,0,1035.0842,588.9729,1340.0265,1694.145,1497.7532,0,0,3282.9412,0,0,0,8506.727,1388.2683,0,1410.5,
1542,343.21307852430755,16.357916,,,,,,,,,,,864.8657,4155.3794,5089.11,4679.7334,0,0,3440.7466,5371.163,3574.4983,3670.104,3430.0542,6029.1733,0,4045.9194,0,2054.7607,4968.0967,1519.1414,1761.93,0,5440.619,0,2312.5425,3132.0696,3326.269,0,0,3756.5073,2809.6138,3543.331,0,1749.9473,3588.9512,2348.7725,1971.5083,0,1983.5029,0,0,3494.3894,2678.0732,5604.2876,0,0,2491.5173,1622.861,3310.2576,2284.2075,3538.2715,1410.7579,2271.3438,3966.3728,4342.0615,5336.9873,0,3446.1616,3438.1267,2631.4497,3359.8237,
1543,343.21298057440356,16.681673,,,,,,,,,,,1144.4307,5418.0015,7153.813,5482.993,1018.2207,0,4910.6084,7132.564,4906.5093,5251.4214,4799.9834,7729.768,0,4890.271,0,2590.9966,7161.13,2173.3528,2522.3115,2148.3823,7553.0146,0,3441.538,4282.338,4736.3555,0,1645.576,4913.0186,3958.1213,4976.6914,0,2122.834,5092.0425,3151.9253,2853.8162,1033.9552,2781.519,2526.2197,2114.5627,4998.804,3565.0757,7778.0566,0,1020.73303,3618.0579,2301.456,4722.6577,3336.919,5132.1533,2081.3186,3332.805,5444.641,5832.109,7308.0347,2990.8916,4812.602,4654.3267,3826.098,4959.525,
1544,343.21331943541594,8.690367,,,,,,,,,,,3996.2356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4837.5337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12307.879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19984.465,0,0,0,0,0,
1545,343.21334072360867,15.929967,,,,,,,,,,,0,0,1759.32,1497.6238,0,0,0,1944.7373,0,0,0,0,0,1335.3304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1546,343.21335582429447,8.622791,,,,,,,,,,,0,6713.564,5562.7812,0,5308.8164,9648.269,13199.442,3523.9487,8147.9023,10916.366,14216.958,8298.493,8504.733,0,9652.254,0,6426.0654,0,0,13655.617,19812.256,7162.4556,7803.4805,5834.3574,24298.557,5385.1543,9490.353,8589.797,6777.046,27371.63,0,0,14082.824,0,10437.792,7431.254,7999.2725,25622.408,13746.079,15095.519,10582.027,6822.1943,18743.547,5371.246,20744.064,4894.991,12774.357,7912.5596,14405.712,11168.751,7642.451,10557.057,20715.518,0,18595.48,9099.112,12486.138,15497.295,14042.562,
1547,343.2137871112932,17.04063,,,,,,,,,,,0,0,2293.3213,2107.5535,0,0,0,2446.9604,0,0,0,2731.752,0,1824.2751,0,992.01575,2311.7737,872.3944,0,0,0,0,0,0,0,0,0,0,0,0,0,899.50854,0,0,0,0,0,0,0,0,0,0,0,0,0,860.4166,0,0,0,0,0,0,0,0,0,0,0,0,0,
1548,343.21352046976034,8.238373,,,,,,,,,,,0,0,0,0,0,1341.9458,0,0,0,0,2411.3833,0,1888.8478,0,0,0,0,0,0,2021.6222,0,1524.764,0,0,0,0,1701.409,0,0,4178.822,0,0,2317.2515,2010.9661,0,1199.518,0,0,0,0,0,0,0,0,0,0,2322.4033,0,0,0,2026.8047,0,3426.9429,0,0,0,0,2636.3562,0,
1549,343.2135665053784,9.071989,,,,,,,,,,,0,0,0,0,0,2320.8108,0,0,0,0,0,0,2402.086,0,2542.4104,0,0,0,0,2718.218,0,0,0,0,0,0,0,0,0,4794.181,0,0,0,0,1557.344,0,0,5040.3643,3017.3052,0,0,0,4690.8867,0,0,0,0,0,0,0,0,0,5023.368,5028.0376,0,0,0,0,0,
1550,343.21355148584763,8.375656,,,,,,,,,,,1312.726,0,0,0,0,0,0,0,0,0,0,0,2897.0825,0,0,0,0,0,0,0,0,1915.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2872.721,0,0,0,0,4049.6072,0,0,0,
1551,343.21360178610513,14.556486,,,,,,,,,,,6030.7715,0,0,0,6112.583,6415.0376,0,0,0,0,0,0,6711.9224,0,6199.515,0,0,0,0,0,0,5852.6064,5257.077,0,0,5588.715,5465.23,0,0,0,6568.2344,0,0,0,0,5577.6064,5098.4727,0,0,0,0,0,0,5281.878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1552,343.2136034393585,7.9992166,,,,,,,,,,,0,0,0,0,0,1020.6194,0,0,0,0,0,0,1361.2742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3084.7322,0,0,0,0,0,0,0,2818.5388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1553,343.2240669328771,7.553693,,,,,,,,,,,0,2611.723,0,2284.6082,0,0,2856.0537,3472.1624,2443.7893,2814.0967,2558.9795,5525.329,0,2000.0482,0,0,3535.302,0,866.8157,0,4433.193,0,1482.5555,1878.7106,2389.9897,0,734.9554,2320.759,1508.2296,2825.7537,0,0,0,1760.3447,0,0,1285.5217,1260.9474,865.4399,2765.196,1729.7615,4229.491,921.2869,0,1755.1725,903.14307,2651.9316,1496.3495,2775.7778,840.80756,0,2891.3804,3066.6418,4254.101,1425.8695,0,2439.1333,2195.5415,2508.0776,
1554,343.2243029925118,7.6107173,,,,,,,,,,,0,0,3986.4812,0,0,0,0,0,0,0,0,0,0,0,0,960.4712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,774.1507,0,0,1065.1266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1332.8773,0,0,0,0,3154.623,0,0,0,
1555,343.2600690928063,11.598908,,,,,,,,,,,4713.3257,4372.509,4104.973,4294.0435,3994.0786,6098.2983,5057.88,4332.9424,7844.4546,4450.0728,5171.3555,5642.831,4901.3203,4041.6035,5833.7397,4172.9106,3973.8167,3876.4717,4350.273,4030.2734,4581.33,4919.3906,4571.89,4518.0327,4113.2515,5380.523,5152.119,5381.0054,4274.944,4588.34,4231.5596,3854.0474,5188.793,3304.9253,4441.679,5156.419,4315.3423,3971.9954,4056.1963,5179.566,4560.4893,4217.623,4393.435,4119.919,4145.914,5226.904,5386.602,4537.922,4633.1787,6973.088,3834.2017,5541.619,4455.3237,4064.2078,4154.1694,5377.891,5391.587,4159.949,5196.8125,
1556,344.20054239563734,15.736565,,,,,,,,,,,551.23175,3552.8013,2190.0452,651.32733,0,0,2031.3419,3744.348,2592.4482,3122.2793,2402.8628,3397.4187,0,0,0,0,1857.2966,0,2592.4543,1205.2406,3202.7322,0,2287.296,3365.8586,2326.5515,0,1086.5186,3848.8281,2821.2,2956.6033,0,0,2257.173,1308.6848,2241.464,1188.2307,2830.937,1303.3267,891.6228,2380.21,2450.8594,2235.919,2362.272,419.24643,2699.4446,1759.243,2464.6328,2018.7617,1730.3337,2015.0001,1662.2502,3694.4004,3595.0544,3587.3662,2248.8896,2533.2812,2528.5383,1945.8619,2574.4534,
1557,344.2008963122045,15.265284,,,,,,,,,,,0,2733.2554,1483.3015,0,0,0,1492.2577,2682.9258,1719.2162,2280.6494,1688.9415,2618.648,0,0,0,0,1351.0974,0,1657.7487,808.4041,2262.994,0,1734.4485,2305.987,1537.0522,0,650.4785,2709.5742,2113.7725,2207.2104,0,0,1538.5593,891.8695,1540.454,802.13776,1860.2062,874.17896,0,1614.9493,1766.1633,1508.4006,1681.5739,0,1947.1212,1090.6239,1678.8998,1400.422,1232.2698,1292.2168,1153.8375,2615.451,2717.449,2631.3296,1552.4293,1773.5122,1794.201,1275.9823,1701.0284,
1558,344.2435625208308,8.188296,,,,,,,,,,,0,0,9138.548,0,0,0,0,3824.086,0,0,0,10024.818,0,0,0,0,0,0,0,0,9189.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8210.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1559,344.2438606627448,9.772517,,,,,,,,,,,4181.5693,10422.6,8967.82,11357.226,2814.0164,0,11517.3955,8106.8325,8321.4,10315.924,10599.577,9980.323,0,13154.815,0,13378.955,5541.7856,5531.933,10193.02,9005.698,7700.8213,2839.3904,8109.1226,13545.409,13281.358,1298.3472,6008.9,12455.658,11474.416,9347.4795,865.0295,5493.1616,10604.931,8539.775,10407.911,4530.329,9105.105,10694.403,8205.385,10345.694,9533.696,6572.584,5798.3633,3082.6907,9912.855,6007.82,11331.979,8784.226,11301.547,11129.092,14582.229,9370.062,11421.085,10232.555,10753.306,9738.088,10181.078,8787.547,11952.548,
1560,344.24374916562533,8.956432,,,,,,,,,,,2007.1771,5997.9136,4308.515,6711.737,0,0,6650.4824,4715.9346,5379.976,6803.242,4531.254,5717.7163,0,4954.029,0,3419.0251,3593.6123,2825.8535,0,2571.9905,7315.171,1038.4082,4746.7554,3928.4111,5287.4727,1043.7753,1709.9387,4734.5005,3732.0217,5051.077,771.6941,2962.0469,6324.33,3809.5774,2659.3684,1689.1609,2739.682,3786.6191,2687.432,6262.971,3152.8513,3694.6672,2456.039,1158.7382,4592.3657,3002.4841,4319.6494,3020.6172,6514.0884,0,0,3953.1907,6602.238,9052.735,3635.0723,4225.491,4594.438,4071.1765,5260.479,
1561,344.24386158789673,9.399394,,,,,,,,,,,0,8189.8154,15297.188,13443.147,2745.331,0,12087.81,0,0,0,12126.37,19741.121,0,0,0,8754.775,13504.374,6581.849,0,0,0,0,8337.508,11181.648,0,991.35297,4892.8423,12990.832,9701.382,0,1138.3966,6316.2896,0,0,0,0,0,0,6624.5645,0,0,11042.827,6186.8823,2729.646,6058.2354,5583.2036,11640.029,8320.402,12344.481,0,0,0,0,0,9135.398,11353.992,0,0,0,
1562,344.2439471352646,9.515985,,,,,,,,,,,0,0,0,0,0,0,0,17472.912,10584.966,12497.3545,0,0,0,13815.414,0,0,0,0,0,0,14986.708,672.33276,0,0,12575.396,0,0,0,0,11335.057,0,0,11780.073,9219.0205,0,0,0,8236.889,0,11778.019,8575.086,0,0,0,0,0,0,0,0,0,0,12505.315,14608.18,16442.516,0,0,12003.053,9557.597,11681.83,
1563,344.2444042772292,13.043402,,,,,,,,,,,1495.5491,4003.73,0,0,1255.0431,0,6552.5444,0,4181.267,4978.627,6536.0845,0,0,0,0,6249.0923,0,0,10847.083,7408.6675,0,1360.9519,4811.7524,12048.161,8568.596,0,6718.4106,7650.715,9559.833,3582.6626,0,0,6386.0273,3542.064,10809.893,5387.2935,8475.451,8235.127,7510.1187,6203.726,4968.302,0,3619.8088,1309.4098,7454.6567,4871.2944,6257.559,4859.4014,6579.2803,12354.139,16295.204,4203.269,0,0,9426.654,5855.183,6361.189,4375.869,6446.0947,
1564,345.0869240412312,2.0113847,,,,,,,,,,,0,0,0,0,0,0,468.12817,0,0,0,432.98294,682.3452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440.9358,0,0,0,882.8841,0,0,430.52423,0,0,0,0,1186.6914,0,0,0,456.0408,0,0,0,0,0,2454.6125,1190.3801,409.96375,743.0365,429.91095,
1565,345.0981306014479,11.16371,,,,,,,,,,,0,0,0,0,0,742.0475,0,0,0,0,0,0,0,0,768.46027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1043.0333,0,0,0,0,0,0,1463.8265,0,0,2112.4968,2857.292,0,3823.4817,0,
1566,345.1548009550428,10.390549,,,,,,,,,,,0,1668.4163,0,0,0,0,1001.66876,0,0,0,1043.3055,0,0,0,540.4593,0,1552.1323,0,3103.161,0,1685.2427,0,1187.4535,401.18146,0,0,0,0,0,0,0,0,973.0908,0,0,769.5279,651.81866,821.0139,0,0,0,4102.9487,0,0,613.5233,0,962.8745,1144.4749,1001.9,0,0,1590.2487,0,0,0,5497.513,0,0,1045.0933,
1567,345.1551795156423,10.502974,,,,,,,,,,,0,2176.6294,904.1002,0,0,1230.4243,931.79443,0,979.8854,0,1010.3946,1457.23,0,0,0,0,1575.2323,0,3312.4756,0,1756.3745,0,1209.4468,0,0,0,0,2211.079,0,0,0,0,1020.93304,0,0,740.082,600.6948,805.2128,0,1979.8032,1033.5237,4569.034,0,0,728.6986,672.63275,957.1072,1240.2867,1130.2809,0,0,1993.488,0,0,0,5882.5,1908.8429,0,924.20123,
1568,345.1557023220984,10.152255,,,,,,,,,,,0,1639.734,0,0,0,0,0,0,0,0,0,597.172,0,0,0,0,1154.4194,0,2287.023,0,1334.525,0,0,0,0,0,0,0,0,0,0,0,765.07654,0,0,554.24255,0,0,0,0,0,3225.3796,0,0,0,0,725.55145,908.5751,0,0,0,1549.2754,0,0,0,4444.994,0,0,0,
1569,345.229099629202,11.102285,,,,,,,,,,,0,1923.0461,2044.1892,0,1416.305,0,2697.2932,4295.518,1738.8711,0,2693.4702,2529.8608,0,0,0,0,0,0,1116.8794,2603.8381,0,969.0973,1160.9104,1893.3821,3089.931,0,1864.521,2101.4375,3175.8745,9896.91,0,0,2561.586,2359.7322,1716.8417,0,1458.6835,1323.2657,2602.9023,2520.405,3148.857,0,1566.2087,1360.3762,0,1051.1256,2518.1765,1156.7444,2753.0745,2418.7266,3342.8904,0,1606.733,0,3903.0308,2666.2961,2653.3884,2417.6545,2566.4734,
1570,345.22960250297257,9.115526,,,,,,,,,,,2042.5154,5049.3276,3132.68,0,2502.6396,9392.915,6050.2437,3239.911,4185.0835,4153.0386,7333.968,2168.4937,4631.3716,0,8605.859,0,2963.9702,0,1696.2976,9440.812,10254.268,3282.903,6561.3154,1838.3169,8599.238,1778.4432,3993.5132,4898.264,5842.8906,28103.096,0,0,6204.203,3905.5,4084.1055,3264.0452,2543.2434,10562.387,11967.526,6157.8887,4458.599,2441.2004,7546.0684,2456.2864,4492.773,1233.1517,6237.395,5609.9106,6224.213,8839.224,4997.2188,3162.5698,9549.062,8398.045,3635.316,3068.2417,6169.0723,3892.1125,7234.3604,
1571,345.2300944449823,8.7940235,,,,,,,,,,,0,1799.8057,0,0,0,566.49915,1481.9774,0,1541.2424,1797.2946,1480.025,1874.962,0,0,615.5557,0,2042.2917,0,0,805.75256,1968.6515,758.0744,0,0,2403.5977,0,835.3318,0,744.605,0,0,0,1566.0763,1958.7217,565.749,0,962.79156,1722.4142,919.89105,2175.7046,1612.3931,1796.1653,1571.4987,0,1048.1344,0,1510.297,865.4713,1573.5824,804.29877,0,2108.9055,2687.108,1687.0808,2089.5752,1464.2789,2220.1943,1922.9165,1514.2529,
1572,346.02072441067344,10.572216,,,,,,,,,,,2123.0845,3294.9773,0,0,4240.2803,5963.6924,0,4859.259,0,0,0,0,0,0,6034.3057,0,0,0,0,1557.6211,0,0,2424.2996,0,0,2582.919,0,0,5000.5264,1639.9122,0,0,0,0,0,0,0,0,1497.0587,0,2981.0203,0,0,4434.104,0,0,0,2283.251,0,0,0,2191.272,0,0,2360.1677,1747.0354,0,2129.4712,0,
1573,346.2156896839919,13.202935,,,,,,,,,,,3191.5364,5867.062,4432.4614,5846.466,1492.5979,0,5645.988,6373.1577,5127.908,6450.215,5449.317,7022.2363,0,6099.817,0,3151.4229,3885.5515,1709.1885,4224.971,3764.849,6051.549,1767.3998,4664.1816,5879.0923,6399.748,1419.9153,2217.4944,6734.9644,5264.966,6256.4004,0,1894.0505,5507.371,3594.8342,4272.9824,2623.2083,4139.18,3317.3708,3184.7766,5605.216,4667.284,4309.2764,3944.5444,1784.9253,4807.5146,3301.5044,5904.1562,4271.4487,4810.025,3799.1128,3931.0886,5791.5195,7249.5986,7606.9478,5032.8022,5715.279,5836.367,5140.1416,5919.8984,
1574,346.21578472488943,12.743767,,,,,,,,,,,2601.208,5012.856,3298.2668,4523.631,1276.285,0,4569.0127,4808.823,4282.329,5145.827,4416.9414,4882.5464,0,4972.013,0,2612.6365,2853.1018,1459.8538,3804.0115,3210.9946,4654.153,1545.133,3858.7964,4946.7715,4937.9077,1295.7905,2084.592,5422.1313,4410.281,5002.2603,0,1631.9457,4510.6255,3002.7026,3742.3691,2458.1506,3684.2334,2782.1392,2780.5078,4510.114,4010.3591,3082.8276,3441.7693,1619.4476,4019.8,2853.1238,4593.213,3603.687,3946.7505,3359.2168,3393.9568,4876.397,5298.345,5506.0513,4154.94,4668.409,4657.888,4140.628,4591.973,
1575,346.2595385009304,9.620232,,,,,,,,,,,3308.7664,16238.06,24324.28,15582.243,2700.4014,0,16134.83,22380.037,15321.494,16332.603,15428.79,27110.557,0,17842.998,0,9211.596,16274.014,5966.621,7073.2383,6302.369,21281.432,1650.0746,10181.876,13035.556,14949.809,1153.4597,4681.8315,15186.715,11796.416,15156.692,1124.9161,6150.0884,15835.602,11150.665,5802.8447,3025.6182,7326.9854,7871.1216,6250.884,15496.438,11728.572,20094.06,7120.793,2062.0828,9854.7705,5365.4863,14948.889,10082.344,14579.213,6577.775,9947.625,15539.75,19334.578,23020.53,9246.134,13773.249,15068.438,12402.297,15453.215,
1576,346.25964910286154,10.442022,,,,,,,,,,,0,4208.635,5770.8945,6542.944,664.2432,0,1806.0984,5216.383,0,1945.7847,1804.7682,5232.0933,0,5343.6094,0,2960.0334,2047.1189,2420.7737,741.8806,0,2538.283,0,1118.4677,1501.1548,3921.2805,0,0,1670.4749,1241.106,3700.4421,0,2419.3687,1799.3069,2587.5134,855.67316,0,0,0,0,0,2967.1523,2267.3076,1371.6881,661.1314,1236.7799,1793.9874,1828.3533,1060.4468,1595.7778,1258.944,0,4035.3809,4091.3242,2471.8188,2121.7307,1662.1525,1729.1482,1438.4302,1787.2177,
1577,346.25981233543604,9.956683,,,,,,,,,,,3476.1765,17649.568,26657.547,22080.252,2773.645,0,16563.906,23687.814,16166.822,17444.502,16008.686,29948.33,0,19083.64,0,10404.951,21035.172,7946.8477,7118.8257,6328.922,27184.713,1893.0543,10137.036,12613.103,15349.506,1602.6244,4795.5894,15306.686,11552.529,16069.813,1548.1438,8457.966,16061.852,10572.983,7931.26,3236.5027,7910.745,8003.4453,6568.6523,16399.002,12442.884,22615.855,8185.778,2776.248,10334.51,7210.4077,16121.1,9718.027,16606.287,6441.8047,9234.419,15922.156,19357.182,25044.457,8565.47,14236.05,16225.828,12686.907,16525.238,
1578,346.9946681440077,1.8323002,,,,,,,,,,,7038.72,2049.5286,3015.207,0,4474.809,5245.793,8994.141,4900.982,6457.349,4639.4946,7540.5913,4440.9214,3126.0361,0,5390.732,0,7041.12,0,4528.9194,6248.339,6790.5693,6879.8022,3836.2292,3176.9697,6460.6187,6878.1504,7273.4507,4878.2603,5752.9155,6743.4893,0,0,8038.049,13782.538,7546.4805,4263.9272,4753.342,9410.269,6457.974,8096.938,5200.8833,4691.1094,6021.294,4036.3696,4024.5981,4216.122,7104.155,3896.355,9583.167,3869.7253,8183.2065,5023.884,5834.8174,6644.3286,7684.3394,8391.984,7041.7085,8281.398,7376.6377,
1579,346.99477328671367,1.5707357,,,,,,,,,,,3253.0957,0,0,0,0,0,4161.323,1364.3859,0,0,3687.4763,0,0,0,0,0,0,0,0,0,0,2417.2383,0,0,0,0,0,0,0,0,0,0,3758.7961,10030.244,0,0,2055.8171,0,0,3845.006,0,0,0,1371.6428,0,0,3299.1663,0,5012.7124,0,0,0,0,0,0,0,3328.565,0,3470.4094,
1580,346.99483385001326,1.507328,,,,,,,,,,,0,0,754.5278,0,1511.8864,2077.3022,0,0,3292.5608,3085.292,0,1731.2537,1633.5605,0,2272.543,0,3896.6975,0,2059.5818,3345.5186,5400.129,0,1560.9362,1397.8485,4031.706,4195.3267,4387.3335,2372.0874,3230.5742,5852.321,0,0,0,0,4862.307,2116.6594,0,5115.108,3975.825,0,2734.5015,1497.4261,2793.719,0,1706.2295,1315.4553,0,1785.4471,0,2459.3723,4287.896,3055.319,3318.3896,4500.2896,6758.604,8351.564,0,7790.2964,0,
1581,347.11351791381486,8.057502,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1011.21423,0,0,0,0,0,0,1005.58704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1498.3967,0,1112.4984,0,0,1125.183,0,0,2214.0232,0,0,0,0,0,0,2577.3367,0,0,1405.1274,0,0,0,0,
