ASVid	Hv_WT_HvSC_only_endo_1	Hv_WT_HvSC_only_endo_2	Hv_WT_HvSC_only_endo_3	Hv_WT_HvSC_only_endo_4	Hv_WT_HvSC_only_endo_5	Hv_WT_HvSC_only_rhizo_1	Hv_WT_HvSC_only_rhizo_2	Hv_WT_HvSC_only_rhizo_3	Hv_WT_HvSC_only_rhizo_4	Hv_WT_HvSC_only_rhizo_5	Hv_WT_HvSC_only_rhizo_6	Hv_ccamk_HvSC_only_endo_1	Hv_ccamk_HvSC_only_endo_2	Hv_ccamk_HvSC_only_endo_3	Hv_ccamk_HvSC_only_endo_4	Hv_ccamk_HvSC_only_endo_5	Hv_ccamk_HvSC_only_endo_6	Hv_ccamk_HvSC_only_rhizo_2	Hv_ccamk_HvSC_only_rhizo_3	Hv_ccamk_HvSC_only_rhizo_4	Hv_ccamk_HvSC_only_rhizo_5	Hv_ccamk_HvSC_only_rhizo_6	Hv_nsp1_HvSC_only_endo_1	Hv_nsp1_HvSC_only_endo_2	Hv_nsp1_HvSC_only_endo_3	Hv_nsp1_HvSC_only_endo_4	Hv_nsp1_HvSC_only_endo_5	Hv_nsp1_HvSC_only_endo_6	Hv_nsp1_HvSC_only_rhizo_1	Hv_nsp1_HvSC_only_rhizo_2	Hv_nsp1_HvSC_only_rhizo_3	Hv_nsp1_HvSC_only_rhizo_4	Hv_nsp1_HvSC_only_rhizo_5	Hv_nsp1_HvSC_only_rhizo_6	Hv_nsp2_HvSC_only_endo_1	Hv_nsp2_HvSC_only_endo_2	Hv_nsp2_HvSC_only_endo_3	Hv_nsp2_HvSC_only_endo_4	Hv_nsp2_HvSC_only_endo_5	Hv_nsp2_HvSC_only_endo_6	Hv_nsp2_HvSC_only_rhizo_1	Hv_nsp2_HvSC_only_rhizo_2	Hv_nsp2_HvSC_only_rhizo_3	Hv_nsp2_HvSC_only_rhizo_4	Hv_nsp2_HvSC_only_rhizo_5	Hv_nsp2_HvSC_only_rhizo_6	Hv_symrk_HvSC_only_endo_1	Hv_symrk_HvSC_only_endo_2	Hv_symrk_HvSC_only_endo_3	Hv_symrk_HvSC_only_endo_4	Hv_symrk_HvSC_only_endo_5	Hv_symrk_HvSC_only_endo_6	Hv_symrk_HvSC_only_rhizo_1	Hv_symrk_HvSC_only_rhizo_2	Hv_symrk_HvSC_only_rhizo_3	Hv_symrk_HvSC_only_rhizo_4	Hv_symrk_HvSC_only_rhizo_5	Hv_symrk_HvSC_only_rhizo_6
4698099e286e73ffa8e067f570c3f2d6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cc82ff6ae457ca70efe3b4691d9b371c	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
750144584ddddd893fdca4acdd41a4ec	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47b3e12a7a7aaeac15d5bb017c366bf5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2b4a4024df068838f3cced8a4957f302	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
308111604aaf5850aa95ef6556624fad	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e1373c3c35bbe4b236055c26f3467305	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16e5c3ed60642070d4a2e9f0e58d99ff	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
409f3ce96dfb27eb927c76d9a27c378c	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dade8bfab77238a5fea2e8e0f2d5ec4b	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0be59b9cb09cc83582ee7d372c01205b	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1eb71247565b6c4e16f58e057c158ad9	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4654e3807544f35b09d02ad41c1065c0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b5e8258ba6f981f4bf0d830e8b222418	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
355b5f69756488679e7cb4dfd0179d7c	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4afbf4d5445a02ee4f950883c1ba4053	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ced50c9ea5c64badf1c314f4adbd991d	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fa66aedd7b04d0dbfe360d5ffe62f261	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
de2e732662896ef640f332122956ed40	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28ebfa415e66abd6bdcc79debf3ff6b9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9aedfd4022c4bdbfc7743d7b7aa338d1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
49ae1d474497ff46e931106be080f76a	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
808b3af4a00d97b3690b7c2ec692649b	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8dba0fcc0fe840e434a1bdf9de8efd45	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
bd68a50144a265a05e28b87fe507eefe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
280a93fd58ff0d78901d17661c3e3bf8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
347e82bd2930276672c3cf40683fa0cf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5caa4a3eed6b343249d98b2ff77dbafc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0749991fc25af351c69c00a887bdfe64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74c722b9fa0939ae60c2af8b5a270e3f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
633a6b84c3f67fd5a56a37f3703210b8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
5b86160aca348575b78c2e33f27c5e7f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
b9f0aa794e96f720cc01692448f562d1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
290d01903b745b475e9b6a43f3bd3043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
9a03bf4a173f10d0ed3f6c4cac809131	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c6f43b5b3ef3ea18128e6696c046420d	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
