formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C18H22O5	[M - H]-	C18H21O5-	Terpenoids	0.990	Diterpenoids	0.848	Gibberellins	0.037	Lipids and lipid-like molecules	0.525	Prenol lipids	0.570	Terpene lactones	0.733			Terpene lactones	0.733	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Gamma butyrolactones; Terpene lactones; Carbonyl compounds; Tetrahydrofurans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	317.139	1026	17.106	857781809820001007	857736971619162388	857736971619162387	1977	
2	C14H32N6O2	[M - H]-	C14H31N6O2-	Alkaloids	0.958	Histidine alkaloids	0.399	Imidazole alkaloids	0.398	Organoheterocyclic compounds	0.923	Heteroaromatic compounds	0.682					Heteroaromatic compounds	0.682	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Guanidines; Amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	315.252	1027	17.121	857781842187447907	857736970897742015	857736970897742014	1960	
1	C27H52NO7P	[M + CH2O2 - H]-	C28H53NO9P-	Fatty acids	1.000	Glycerophospholipids	1.000	Glycerophosphocholines	0.988	Lipids and lipid-like molecules	1.000	Glycerophospholipids	1.000	Glycerophosphocholines	0.997	Phosphatidylcholines	0.979	Phosphatidylcholines	0.979	Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	578.345	1028	17.129	857781798071754515	857737016498221694	857737016498221693	3264	
1	C18H28N6O4	[M - H]-	C18H27N6O4-	Alkaloids	0.913	Nucleosides	0.239	Purine alkaloids	0.095	Organoheterocyclic compounds	0.992	Imidazopyrimidines	0.838	Purines and purine derivatives	0.767			Purines and purine derivatives	0.767	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Purines and purine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Aminopyrimidines and derivatives; Diazines; Imidazopyrimidines; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	391.210	1029	17.145	857781840702663979	857736992875898276	857736992875898275	2615	
1	C18H30O4	[M - H]-	C18H29O4-	Fatty acids	1.000	Octadecanoids	0.798	Other Octadecanoids	0.506	Lipids and lipid-like molecules	0.985	Fatty Acyls	0.984	Eicosanoids	0.598			Eicosanoids	0.598	Organic compounds; Lipids and lipid-like molecules; Ketones; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroperoxy fatty acids; Hydroxy fatty acids; Lineolic acids and derivatives; Eicosanoids; Monocarboxylic acids and derivatives; Carboxylic acids; Organic hydroperoxides; Carbonyl compounds; Peroxols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Alkyl hydroperoxides; Allylic hydroperoxides; Organic oxygen compounds; Chemical entities	309.207	1029	17.155	857781820809078789	857736967831705336	857736967831705335	1869	
1	C16H26N3O2	[M - H]-	C16H25N3O2-	Alkaloids	0.992	Tryptophan alkaloids	0.909	Pyrroloindole alkaloids	0.391	Organic acids and derivatives	0.717	Carboxylic acids and derivatives	0.631	Amino acids, peptides, and analogues	0.744	Amino acids and derivatives	0.744	Amino acids and derivatives	0.744	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Pyrroles; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Amino acids and derivatives; Carbonyl compounds; Trialkylamines; Amines; Tertiary amines; Indoles; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	291.197	1029	17.155	857781812781180117	857736960688804516	857736960688804515	1650	
1	C12H18O3	[M - H]-	C12H17O3-	Fatty acids	0.363	Cyclic polyketides	0.156	Macrolide lactones	0.070	Organic acids and derivatives	0.882	Carboxylic acids and derivatives	0.902	Carboxylic acid derivatives	0.778	Carboxylic acid esters	0.871	Carboxylic acid esters	0.871	Organic compounds; Organoheterocyclic compounds; Lactones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	209.119	1030	17.164	857781814244992384	857736937737568975	857736937737568974	845	
2	C15H20N3O2	[M - H]-	C15H19N3O2-	Alkaloids	0.707	Anthranilic acid alkaloids	0.681	Quinazoline alkaloids	0.026	Organoheterocyclic compounds	0.982	Diazanaphthalenes	0.358	Benzodiazines	0.344	Quinazolines	0.532	Quinazolines	0.532	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzoyl derivatives; Quinazolines; Monocarboxylic acids and derivatives; Carboxylic acids; Diazines; Benzene and substituted derivatives; Benzenoids; Amines; Tertiary alkylarylamines; Benzoic acids; Dialkylarylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	273.150	1030	17.166	857781805189489104	857736955798245232	857736955798245231	1486	
1	C21H30FN5O5	[M - H]-	C21H29FN5O5-	Carbohydrates	0.259	Nucleosides	0.413	Pyrimidine nucleosides	0.788	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.991	Amino acids, peptides, and analogues	0.889	Amino acids and derivatives	0.879	N-acyl-alpha amino acids and derivatives	0.763	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrimidines and pyrimidine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Aryl fluorides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Diazines; Organofluorides; Secondary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Hydropyrimidines; Aryl halides; Imidolactams; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	450.216	1030	17.171	857781853927305348	857737004221492129	857737004221492128	2919	
1	C13H26BNO2Si	[M - H]-	C13H25BNO2Si-	Fatty acids	0.122	Small peptides	0.084	Pinane monoterpenoids	0.152	Organic acids and derivatives	0.952	Carboxylic acids and derivatives	0.523					Carboxylic acids and derivatives	0.523	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organometallic compounds; Organometalloid compounds; Amines; Organoboron compounds; Organic salts; Organic metalloid salts; Organic metal salts; Hydrocarbon derivatives; Alkylboranes; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	265.181	1031	17.182	857781799497818040	857736953189387676	857736953189387675	1395	
1	C21H32N4O5S	[M - H]-	C21H31N4O5S-	Alkaloids	0.741	Histidine alkaloids	0.259	Imidazole alkaloids	0.257	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.994	Amino acids, peptides, and analogues	0.820	Amino acids and derivatives	0.813	N-acyl-alpha amino acids and derivatives	0.571	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Imidazolidinones; Sulfonyls; N-acyl-alpha amino acids and derivatives; Thioethers; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	451.201	1032	17.195	857781840706858296	857737004628339662	857737004628339661	2928	
1	C20H39NO4	[M - H]-	C20H38NO4-	Fatty acids	0.386	Cyclic polyketides	0.061	Sphingoid bases	0.096	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbonyl compounds	0.964	Ketones	0.925	Cyclic ketones	0.685	Organic compounds; Ketones; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Oxime ethers; Carbonyl compounds; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	356.280	1032	17.197	857781819689199534	857736985619751253	857736985619751252	2397	
1	C16H32O3	[M - H]-	C16H31O3-	Fatty acids	0.933	Octadecanoids	0.573	Other Octadecanoids	0.108	Lipids and lipid-like molecules	0.951	Fatty Acyls	0.905	Fatty acids and conjugates	0.508			Fatty acids and conjugates	0.508	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	271.228	1033	17.213	857781822688127113	857736955408174890	857736955408174889	1472	
2	C14H30N2O5	[M - H]-	C14H29N2O5-	Fatty acids	0.525	Small peptides	0.241	Fatty acyl carnitines	0.063	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.994	Amino acids, peptides, and analogues	0.900	Amino acids and derivatives	0.894	Alpha amino acids and derivatives	0.931	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Amines; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	305.212	1033	17.215	857781819949246424	857736965776496063	857736965776496062	1809	
1	C14H26N4O5S	[M - H]-	C14H25N4O5S-	Alkaloids	0.203	Histidine alkaloids	0.271	Imidazole alkaloids	0.268	Organic acids and derivatives	0.955	Carboxylic acids and derivatives	0.843	Amino acids, peptides, and analogues	0.557	Amino acids and derivatives	0.560	Alpha amino acids	0.642	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Thioethers; Carboxylic acids; Thia fatty acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Sulfenyl compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	361.156	1034	17.239	857781856158675179	857736986685104619	857736986685104618	2427	
1	C15H24N2O8	[M - H]-	C15H23N2O8-	Carbohydrates	0.956	Aminosugars and aminoglycosides	0.829	Aminosugars	0.868	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.927	Monosaccharides	0.879	Monosaccharides	0.879	Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Polyols; Acetamides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	359.148	1036	17.263	857781877193111466	857736986408280510	857736986408280509	2418	
1	C16H22O4	[M - H]-	C16H21O4-	Polyketides	0.477	Sesquiterpenoids	0.476	Cinnamic acids and derivatives	0.049	Benzenoids	0.841	Benzene and substituted derivatives	0.859					Benzene and substituted derivatives	0.859	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	277.144	1036	17.272	857781900089819789	857736956553220067	857736956553220066	1509	
1	C28H44O5	[M - H]-	C28H43O5-	Terpenoids	0.986	Triterpenoids	0.626	Lanostane, Tirucallane and Euphane triterpenoids	0.071	Lipids and lipid-like molecules	0.992	Steroids and steroid derivatives	0.849	Bile acids, alcohols and derivatives	0.735	Hydroxy bile acids, alcohols and derivatives	0.525	Hydroxy bile acids, alcohols and derivatives	0.525	Organic compounds; Lipids and lipid-like molecules; Ketones; Steroids and steroid derivatives; Prenol lipids; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Oxosteroids; Carboxylic acids; Hydroxysteroids; Bile acids, alcohols and derivatives; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; Steroid acids; Cyclic ketones; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	459.310	1036	17.275	857781879634196668	857737005777579116	857737005777579115	2957	
2	C16H22FN3OSi	[M - H]-	C16H21FN3OSi-	Terpenoids	0.688	Monoterpenoids	0.034	Menthane monoterpenoids	0.009	Lipids and lipid-like molecules	0.589	Prenol lipids	0.532	Monoterpenoids	0.550	Aromatic monoterpenoids	0.515	Aromatic monoterpenoids	0.515	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Aromatic monoterpenoids; Prenol lipids; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Organofluorides; Monoterpenoids; Carbonyl compounds; Alkyl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	318.143	1037	17.277	857781870725494242	857736972260891005	857736972260891004	1998	
1	C12H24N3O2S	[M - H]-	C12H23N3O2S-	Alkaloids	0.474	Histidine alkaloids	0.260	Imidazole alkaloids	0.258	Organoheterocyclic compounds	0.968	Heteroaromatic compounds	0.841					Heteroaromatic compounds	0.841	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organonitrogen compounds; Thioethers; Amines; Sulfenyl compounds; Dialkylthioethers; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	273.149	1037	17.282	857781883962719113	857736955747913574	857736955747913573	1484	
3	C7H9BrCl2N2O3	[M - H]-	C7H8BrCl2N2O3-	Amino acids and Peptides	0.422	Small peptides	0.212	Pyrrole alkaloids	0.184	Organic acids and derivatives	0.972	Carboxylic acids and derivatives	0.950	Amino acids, peptides, and analogues	0.697	Amino acids and derivatives	0.694	Alpha amino acids and derivatives	0.512	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Aryl bromides; Aryl chlorides; Monocarboxylic acids and derivatives; Carboxylic acids; Organobromides; Organochlorides; Carbonyl compounds; Amines; Primary amines; Aryl halides; Organic oxides; Halopyridines; Polyhalopyridines; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	316.908	1037	17.288	857781895631274150	857736971229092076	857736971229092075	1969	
1	C11H20N4O6S	[M - H]-	C11H19N4O6S-	Carbohydrates	0.993	Nucleosides	0.987	Purine nucleosides	0.868	Nucleosides, nucleotides, and analogues	0.823	5'-deoxyribonucleosides	0.857	5'-deoxy-5'-thionucleosides	0.824			5'-deoxy-5'-thionucleosides	0.824	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Organic sulfuric acids and derivatives; Azoles; Monoalkylamines; Pentoses; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Glycosyl compounds; Glycosylamines; Polyols; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; 1,2-diols; Tetrahydrofurans; Sulfenyl compounds; Imidolactams; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 5'-deoxyribonucleosides; 5'-deoxy-5'-thionucleosides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	335.103	1037	17.292	857781894326845534	857736979017915782	857736979017915781	2202	
1	C18H22O5	[M - H]-	C18H21O5-	Terpenoids	0.999	Diterpenoids	0.999	Gibberellins	0.999	Lipids and lipid-like molecules	0.935	Prenol lipids	0.967	Diterpenoids	0.986	Gibberellins	0.985	C19-gibberellin 6-carboxylic acids	0.966	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Gamma butyrolactones; Terpene lactones; Diterpene lactones; Diterpenoids; Oxepanes; Gibberellins; Carbonyl compounds; Tetrahydrofurans; C19-gibberellins; Organic oxides; C19-gibberellin 6-carboxylic acids; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	317.139	1038	17.295	857781870209594789	857736971686271257	857736971686271256	1978	
1	C20H28O3	[M - H]-	C20H27O3-	Terpenoids	1.000	Diterpenoids	0.996	Abietane diterpenoids	0.065	Lipids and lipid-like molecules	0.945	Prenol lipids	0.938	Diterpenoids	0.962			Diterpenoids	0.962	Organic compounds; Lipids and lipid-like molecules; Ketones; Hydrophenanthrenes; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Diterpenoids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	315.196	1038	17.298	857781902044365827	857736970562197640	857736970562197639	1949	
1	C15H22O2	[M - H]-	C15H21O2-	Fatty acids	0.678	Fatty Acids and Conjugates	0.457	Unsaturated fatty acids	0.374	Lipids and lipid-like molecules	0.705							Lipids and lipid-like molecules	0.705	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	233.155	1038	17.298	857781879093131363	857736945039853569	857736945039853568	1108	
1	C24H40N6O6	[M - H]-	C24H39N6O6-	Alkaloids	0.383	Oligopeptides	0.341	Polyamines	0.094	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.998	Amino acids, peptides, and analogues	0.731	Amino acids and derivatives	0.712	Amino acids and derivatives	0.712	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Hydroxamic acids; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	507.295	1039	17.324	857781911305389825	857737011779629015	857737011779629014	3131	
1	C16H28N3O3	[M - H]-	C16H27N3O3-	Alkaloids	0.848	Ornithine alkaloids	0.040	Benzodiazepine alkaloids	0.051	Organic acids and derivatives	0.814	Carboxylic acids and derivatives	0.717	Amino acids, peptides, and analogues	0.543	Amino acids and derivatives	0.542	Amino acids and derivatives	0.542	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	309.207	1040	17.336	857781890132541186	857736967898814210	857736967898814209	1871	
1	C24H46N2O7	[M - H]-	C24H45N2O7-	Fatty acids	0.609	Linear polyketides	0.381	Open-chain polyketides	0.405	Lipids and lipid-like molecules	0.647	Fatty Acyls	0.683	Fatty acids and conjugates	0.722	Long-chain fatty acids	0.581	Long-chain fatty acids	0.581	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Unsaturated fatty acids; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Carboxylic acid amides; Amino fatty acids; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Primary carboxylic acid amides; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	473.325	1041	17.347	857781971078419984	857737007526604124	857737007526604123	3005	
1	C19H26N2O4	[M - H]-	C19H25N2O4-	Alkaloids	0.773	Ornithine alkaloids	0.048	Iboga type	0.042	Benzenoids	0.738	Phenol ethers	0.581					Phenol ethers	0.581	Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	345.183	1041	17.355	857781954871628487	857736982482411371	857736982482411370	2299	
1	C21H32N4O2	[M - H]-	C21H31N4O2-	Alkaloids	0.993	Lysine alkaloids	0.061	Quinolizidine alkaloids	0.103	Organoheterocyclic compounds	0.984	Piperidines	0.601					Piperidines	0.601	Organic compounds; Organoheterocyclic compounds; Piperidines; Organonitrogen compounds; Trialkylamines; Amines; Secondary amines; Tertiary amines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	371.243	1041	17.356	857781911657711404	857736988958417765	857736988958417764	2500	
2	C23H38N2O10	[M - H]-	C23H37N2O10-	Amino acids and Peptides	0.723	Macrolides	0.429	3-Spirotetramic acids	0.069	Organic acids and derivatives	0.996	Carboxylic acids and derivatives	0.985	Amino acids, peptides, and analogues	0.517	Amino acids and derivatives	0.509	Amino acids and derivatives	0.509	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Tricarboxylic acids and derivatives; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	501.250	1041	17.356	857782118302691786	857737011125317481	857737011125317480	3109	
1	C20H30O3	[M - H]-	C20H29O3-	Terpenoids	1.000	Diterpenoids	0.998	Podocarpane diterpenoids	0.231	Lipids and lipid-like molecules	0.946	Prenol lipids	0.944	Diterpenoids	0.970			Diterpenoids	0.970	Organic compounds; Lipids and lipid-like molecules; Phenanthrenes and derivatives; Ketones; Hydrophenanthrenes; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Diterpenoids; Carbonyl compounds; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	317.212	1042	17.359	857781914979600528	857736971858237751	857736971858237750	1984	
1	C13H26O3	[M - H]-	C13H25O3-	Fatty acids	0.793	Fatty Acids and Conjugates	0.528	Aromatic polyketides with side chains	0.134	Lipids and lipid-like molecules	0.517							Lipids and lipid-like molecules	0.517	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	229.181	1042	17.367	857781914459506726	857736944154855265	857736944150660960	1076	
